user_id,Taste_Score
50174,0.9999930816913882
88675,0.9999930816913882
74292,0.9999930816913881
28979,0.9999930816913881
80363,0.9999930816913881
80928,0.9999930816913881
18802,0.9999861633827762
77379,0.9999792450741642
22319,0.9999792450741642
51000,0.9999789979917139
40173,0.9999723267655524
41906,0.9999723267655524
74091,0.9999695594421076
37775,0.9999654084569405
44313,0.9999584901483285
57534,0.9999515718397167
36038,0.9999515718397166
21838,0.9999308169138809
36086,0.9999308169138809
28706,0.999923898605269
37159,0.999923898605269
62181,0.999923898605269
50899,0.999923898605269
359,0.999923898605269
39534,0.999923898605269
29519,0.999923898605269
70072,0.9999238986052689
15840,0.9999169802966571
27563,0.9999169802966571
56584,0.9999169802966571
19016,0.9999100619880452
43471,0.9998996845251273
79433,0.9998962253708213
87330,0.9998962253708213
26285,0.9998858479079035
92707,0.9998858479079035
41612,0.9998858479079035
89994,0.9998754704449856
81964,0.9998754704449856
11743,0.9998754704449856
28008,0.9998616338277618
21931,0.9998591180791756
41822,0.99985471551915
92596,0.9998547155191498
25431,0.9998547155191498
27820,0.9998547155191498
51393,0.9998547155191498
85636,0.9998547155191498
87716,0.9998547155191498
58807,0.9998477972105381
73314,0.999847797210538
30799,0.999847797210538
92630,0.9998477972105378
75741,0.999840878901926
86719,0.9998378040980985
80804,0.9998367279167588
92632,0.9998270422847022
44912,0.9998270422847021
52814,0.9998201239760904
21874,0.9998132056674784
54545,0.9998090546823113
67599,0.9998066018274397
92623,0.9997993690502546
86500,0.999797886555552
873,0.999793834403365
20868,0.999790144638772
45637,0.9997820732787248
80021,0.9997716958158069
74211,0.9997716958158069
87674,0.9997716958158069
43992,0.9997716958158069
91966,0.9997647775071951
22171,0.9997608412281572
32534,0.9997593631787162
38392,0.9997578591985832
84115,0.9997578591985832
87883,0.9997578591985832
78944,0.9997578591985832
79799,0.9997578591985832
24986,0.9997578591985832
22164,0.9997578591985832
81208,0.9997509408899713
85950,0.9997509408899712
81357,0.9997509408899712
2204,0.9997440225813593
26634,0.9997440225813593
49792,0.9997394103756181
67462,0.9997371042727474
21941,0.9997371042727474
71409,0.9997371042727474
77988,0.9997371042727474
24172,0.9997371042727474
26855,0.9997371042727474
40295,0.9997334630576884
38743,0.9997269574201166
10697,0.9997163493469117
45230,0.9997094310382998
76097,0.9997094310382998
87373,0.9997025127296878
3344,0.9996817578038522
47626,0.9996817578038522
36456,0.9996817578038522
21778,0.9996817578038522
11429,0.9996798709924125
6256,0.9996748394952402
29456,0.9996610028780165
74443,0.9996610028780164
89891,0.9996402479521806
2967,0.9996333296435688
29164,0.9996264113349568
84620,0.9996264113349568
41389,0.9996264113349568
746,0.9996264113349568
82205,0.9996264113349568
88806,0.9996194930263449
32807,0.9996194930263448
13655,0.9996171869234742
40867,0.9996036216124705
79393,0.9995940336506531
24249,0.9995833049505287
81067,0.9995641465574496
39452,0.9995641465574496
75290,0.9995641465574496
28789,0.9995572282488377
8887,0.9995572282488377
45912,0.999550309940226
17173,0.9995503099402259
66497,0.9995503099402259
47695,0.9995226367057781
31840,0.9995226367057781
30036,0.9995226367057781
58484,0.9995214836543429
37588,0.9995157183971662
56542,0.9995157183971662
14653,0.9995157183971662
81824,0.9995157183971661
39770,0.9995095862599875
7836,0.9995088000885544
60929,0.9995044469954952
86620,0.9994984226256365
90959,0.9994905159872228
41303,0.9994807425036283
85400,0.9994775173017875
43352,0.9994750636173457
90080,0.9994742085454948
81794,0.9994583692599885
31564,0.9994465353110471
72810,0.9994465353110471
80333,0.9994396170024352
11242,0.9994396170024352
77622,0.9994326986938233
23199,0.9994326986938233
770,0.9994192944708876
59631,0.99938427053354
90793,0.9993676209776498
24962,0.99935156580192
49884,0.999308169138809
67306,0.9993081691388089
10779,0.9993081691388089
83413,0.999304709984503
50527,0.9993047099845029
847,0.9993012508301969
24737,0.9992874142129732
33212,0.9992804959043613
32323,0.999274565925551
30180,0.9992389860526898
34951,0.9992320677440779
37835,0.9992251494354661
81272,0.9991905578924065
74048,0.9991851902391731
58006,0.9991834089735075
47789,0.9991767212751826
77779,0.9991767212751826
35316,0.9991282931148993
52600,0.9991213748062873
92396,0.9991006198804516
83033,0.9990937015718397
67033,0.9990798649546159
44004,0.9990798649546159
81798,0.9990779781431762
20477,0.9990521917201682
37898,0.9990521917201682
14006,0.9990521917201682
82566,0.9990452734115564
78728,0.9990383551029445
58059,0.9990325898457679
33782,0.9990314367943325
70824,0.998996845251273
85403,0.9989899269426611
29014,0.9989632420380151
12680,0.9989622537082135
87195,0.9989622537082135
35353,0.9989553353996015
80862,0.9989414987823777
66214,0.9989414987823777
4384,0.9989414987823777
44098,0.9989414987823777
40604,0.9989414987823776
92293,0.9989331968120434
32843,0.9989311213194598
66238,0.9989311213194598
37393,0.9989311213194598
37210,0.9989232146810462
62070,0.9989069072393182
90685,0.9989069072393182
44465,0.9988982593535533
89863,0.998891917570659
55071,0.9988584790790348
38097,0.9988467179543945
54287,0.9988367221912621
59856,0.9988308058445872
44515,0.9988308058445872
17423,0.9988308058445872
91630,0.9988238875359752
92291,0.9988238875359752
41961,0.9988238875359752
29278,0.9988238875359752
88508,0.9988238875359752
36133,0.9988161044387868
38445,0.9988091861301749
38058,0.9988090131724595
65960,0.9988031326101393
33909,0.9987754593756918
25623,0.9987754593756918
57359,0.9987686983013666
53766,0.9987685410670799
92660,0.9987547044498561
26485,0.998747786141244
48327,0.9987408678326323
24699,0.9987201129067965
70946,0.9987201129067965
46860,0.9987131945981846
49177,0.9987097354438788
45382,0.998685521363737
45782,0.998678603055125
18519,0.9986704429988135
34326,0.9986557726367058
40038,0.9986511959094702
63479,0.9986447033429267
